event_id,week,market,player,selection,line,odds,model_probability,edge,outcome,actual,profit
374166780155b8c14e867face95885ee,17,receptions,Rachaad White,over,1.5,-101.0,0.84925,0.3467624378109452,won,2.0,0.9900990099009901
374166780155b8c14e867face95885ee,17,reception_yards,Cade Otton,over,19.5,-102.0,0.6635,0.15854950495049502,won,33.0,0.9803921568627451
374166780155b8c14e867face95885ee,17,rush_attempts,De'Von Achane,under,15.5,-105.0,0.75025,0.23805487804878045,lost,18.0,-1.0
374166780155b8c14e867face95885ee,17,reception_longest,Bucky Irving,over,11.5,-105.0,0.5925,0.0803048780487805,lost,7.0,-1.0
374166780155b8c14e867face95885ee,17,reception_longest,Rachaad White,over,7.5,-105.0,0.74675,0.2345548780487805,lost,6.0,-1.0
374166780155b8c14e867face95885ee,17,reception_longest,Greg Dulcich,over,13.5,-105.0,0.5765,0.06430487804878049,won,23.0,0.9523809523809523
374166780155b8c14e867face95885ee,17,rush_yards,Quinn Ewers,under,5.5,-106.0,0.632,0.11743689320388351,won,5.0,0.9433962264150944
374166780155b8c14e867face95885ee,17,reception_longest,Emeka Egbuka,over,18.5,-106.0,0.6115,0.09693689320388355,lost,7.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Emeka Egbuka,over,34.5,-107.0,0.66325,0.14634178743961357,lost,20.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Jalen McMillan,over,19.5,-108.0,0.68025,0.16101923076923075,won,114.0,0.9259259259259259
374166780155b8c14e867face95885ee,17,reception_yards,Greg Dulcich,over,17.5,-109.0,0.682,0.1604688995215312,won,58.0,0.9174311926605505
374166780155b8c14e867face95885ee,17,reception_yards,Rachaad White,over,8.5,-109.0,0.81425,0.2927188995215312,lost,7.0,-1.0
374166780155b8c14e867face95885ee,17,reception_longest,Chris Godwin,over,16.5,-109.0,0.6715,0.14996889952153114,void,,0.0
374166780155b8c14e867face95885ee,17,reception_yards,Greg Dulcich,over,16.5,-110.0,0.7,0.17619047619047612,won,58.0,0.9090909090909091
374166780155b8c14e867face95885ee,17,pass_longest_completion,Quinn Ewers,under,33.5,-110.0,0.645,0.12119047619047618,lost,63.0,-1.0
374166780155b8c14e867face95885ee,17,rush_longest,Baker Mayfield,under,10.5,-110.0,0.6795,0.15569047619047616,lost,11.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Bucky Irving,over,16.5,-110.0,0.6735,0.14969047619047615,lost,14.0,-1.0
374166780155b8c14e867face95885ee,17,reception_longest,Cade Otton,over,11.5,-110.0,0.629,0.10519047619047617,won,13.0,0.9090909090909091
374166780155b8c14e867face95885ee,17,reception_longest,Jalen McMillan,over,13.5,-110.0,0.60475,0.08094047619047617,won,33.0,0.9090909090909091
374166780155b8c14e867face95885ee,17,reception_yards,Jalen McMillan,over,20.5,-110.0,0.6625,0.13869047619047614,won,114.0,0.9090909090909091
374166780155b8c14e867face95885ee,17,rush_yards,Quinn Ewers,under,6.5,-110.0,0.6739999999999999,0.1501904761904761,won,5.0,0.9090909090909091
374166780155b8c14e867face95885ee,17,rush_yards,De'Von Achane,under,69.5,-110.0,0.6012500000000001,0.07744047619047623,lost,83.0,-1.0
374166780155b8c14e867face95885ee,17,rush_yards,Sean Tucker,over,12.5,-111.0,0.611,0.08493364928909952,lost,8.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Bucky Irving,over,17.5,-111.0,0.65575,0.1296836492890996,lost,14.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Chris Godwin,over,36.5,-111.0,0.76025,0.23418364928909952,void,,0.0
374166780155b8c14e867face95885ee,17,rush_yards,De'Von Achane,under,70.5,-112.0,0.61175,0.08344811320754719,lost,83.0,-1.0
374166780155b8c14e867face95885ee,17,rush_yards,Rachaad White,over,16.5,-112.0,0.81875,0.29044811320754715,lost,10.0,-1.0
374166780155b8c14e867face95885ee,17,reception_longest,Darren Waller,over,15.5,-112.0,0.6,0.07169811320754715,lost,0.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Cade Otton,over,18.5,-112.0,0.68075,0.15244811320754714,won,33.0,0.8928571428571429
374166780155b8c14e867face95885ee,17,reception_yards,Rachaad White,over,7.5,-112.0,0.8315,0.3031981132075472,lost,7.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Malik Washington,over,15.5,-112.0,0.60125,0.07294811320754713,lost,4.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Chris Godwin,over,35.5,-112.0,0.772,0.2436981132075472,void,,0.0
374166780155b8c14e867face95885ee,17,reception_yards,Darren Waller,over,30.5,-112.0,0.631,0.10269811320754718,lost,0.0,-1.0
374166780155b8c14e867face95885ee,17,pass_yards,Quinn Ewers,under,207.5,-113.0,0.7585,0.22798356807511733,won,172.0,0.8849557522123894
374166780155b8c14e867face95885ee,17,reception_yards,Emeka Egbuka,over,33.5,-113.0,0.67525,0.1447335680751174,lost,20.0,-1.0
374166780155b8c14e867face95885ee,17,pass_yards,Quinn Ewers,under,195.5,-114.0,0.7344999999999999,0.2017897196261682,won,172.0,0.8771929824561403
374166780155b8c14e867face95885ee,17,reception_longest,Greg Dulcich,over,11.5,-114.0,0.65525,0.12253971962616828,won,23.0,0.8771929824561403
374166780155b8c14e867face95885ee,17,rush_yards,De'Von Achane,under,72.5,-114.0,0.6275,0.09478971962616822,lost,83.0,-1.0
374166780155b8c14e867face95885ee,17,rush_yards,Rachaad White,over,15.5,-115.0,0.83325,0.29836627906976754,lost,10.0,-1.0
374166780155b8c14e867face95885ee,17,rush_yards,Sean Tucker,over,11.5,-115.0,0.6325,0.09761627906976744,lost,8.0,-1.0
374166780155b8c14e867face95885ee,17,receptions,Greg Dulcich,over,1.5,-115.0,0.78075,0.24586627906976755,won,5.0,0.8695652173913043
374166780155b8c14e867face95885ee,17,reception_yards,Emeka Egbuka,over,31.5,-115.0,0.69775,0.16286627906976747,lost,20.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Emeka Egbuka,over,38.5,-115.0,0.617,0.08211627906976748,lost,20.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Jalen McMillan,over,18.5,-115.0,0.6985,0.1636162790697675,won,114.0,0.8695652173913043
374166780155b8c14e867face95885ee,17,reception_yards,Darren Waller,over,31.5,-115.0,0.61775,0.08286627906976751,lost,0.0,-1.0
374166780155b8c14e867face95885ee,17,rush_yards,De'Von Achane,under,71.5,-115.0,0.61975,0.08486627906976751,lost,83.0,-1.0
374166780155b8c14e867face95885ee,17,pass_attempts,Quinn Ewers,under,29.5,-115.0,0.79825,0.2633662790697675,won,22.0,0.8695652173913043
374166780155b8c14e867face95885ee,17,pass_yards,Quinn Ewers,under,210.5,-115.0,0.7645,0.22961627906976745,won,172.0,0.8695652173913043
374166780155b8c14e867face95885ee,17,pass_attempts,Quinn Ewers,under,30.5,-115.0,0.80975,0.27486627906976746,won,22.0,0.8695652173913043
374166780155b8c14e867face95885ee,17,reception_yards,Chris Godwin,over,33.5,-117.0,0.798,0.25882949308755765,void,,0.0
374166780155b8c14e867face95885ee,17,tackles_assists,Tykee Smith,under,6.5,-117.0,0.6675,0.1283294930875576,won,1.0,0.8547008547008547
374166780155b8c14e867face95885ee,17,rush_attempts,Bucky Irving,under,16.5,-118.0,0.71675,0.17546559633027525,won,9.0,0.847457627118644
374166780155b8c14e867face95885ee,17,rush_yards,Sean Tucker,over,10.5,-118.0,0.655,0.11371559633027528,lost,8.0,-1.0
374166780155b8c14e867face95885ee,17,receptions,Jalen McMillan,over,1.5,-119.0,0.7985,0.25512100456621,won,7.0,0.8403361344537815
374166780155b8c14e867face95885ee,17,reception_yards,Darren Waller,over,29.5,-120.0,0.6455,0.10004545454545455,lost,0.0,-1.0
374166780155b8c14e867face95885ee,17,tackles_assists,SirVocea Dennis,under,7.5,-124.0,0.7575000000000001,0.20392857142857146,won,6.0,0.8064516129032258
374166780155b8c14e867face95885ee,17,reception_yards,Malik Washington,over,14.5,-125.0,0.623,0.06744444444444442,lost,4.0,-1.0
374166780155b8c14e867face95885ee,17,rush_longest,Quinn Ewers,under,5.5,-125.0,0.69575,0.1401944444444444,lost,7.0,-1.0
374166780155b8c14e867face95885ee,17,reception_longest,Darren Waller,over,14.5,-127.0,0.644,0.08452863436123348,lost,0.0,-1.0
374166780155b8c14e867face95885ee,17,rush_longest,Bucky Irving,over,12.5,-127.0,0.6215,0.062028634361233514,lost,12.0,-1.0
374166780155b8c14e867face95885ee,17,rush_yards,Rachaad White,over,14.5,-128.0,0.84775,0.2863464912280702,lost,10.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Emeka Egbuka,over,29.5,-129.0,0.722,0.15868122270742357,lost,20.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Greg Dulcich,over,14.5,-131.0,0.73775,0.1706504329004329,won,58.0,0.7633587786259542
374166780155b8c14e867face95885ee,17,tackles_assists,Jordyn Brooks,under,11.5,-131.0,0.8025,0.2354004329004329,won,5.0,0.7633587786259542
374166780155b8c14e867face95885ee,17,kicking_points,Riley Patterson,over,5.5,-135.0,0.6475,0.07303191489361693,won,8.0,0.7407407407407407
374166780155b8c14e867face95885ee,17,rush_longest,Rachaad White,over,7.5,-135.0,0.7605,0.18603191489361692,lost,7.0,-1.0
374166780155b8c14e867face95885ee,17,receptions,Emeka Egbuka,over,2.5,-138.0,0.76025,0.1804180672268907,won,3.0,0.7246376811594203
374166780155b8c14e867face95885ee,17,reception_yards,Bucky Irving,over,14.5,-146.0,0.71875,0.1252540650406504,lost,14.0,-1.0
374166780155b8c14e867face95885ee,17,rush_yards,Sean Tucker,over,9.5,-150.0,0.68025,0.08025000000000004,lost,8.0,-1.0
374166780155b8c14e867face95885ee,17,reception_yards,Chris Godwin,over,29.5,-152.0,0.83775,0.23457539682539685,void,,0.0
374166780155b8c14e867face95885ee,17,pass_interceptions,Quinn Ewers,over,0.5,-160.0,0.86275,0.2473653846153846,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Aaron Jones,over,15.5,566.0,0.3135,0.16334984984984985,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Justin Jefferson,over,129.5,538.0,0.2395,0.08276018808777427,lost,81.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,defensive_interceptions,Jessie Bates III,over,0.5,525.0,0.65475,0.49475,void,,0.0
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,T.J. Hockenson,over,6.5,520.0,0.29825,0.13695967741935486,lost,1.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,defensive_interceptions,Josh Metellus,over,0.5,500.0,0.62925,0.46258333333333335,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,Justin Jefferson,over,8.5,475.0,0.25975,0.08583695652173912,lost,3.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Justin Jefferson,over,124.5,450.0,0.26275,0.08093181818181816,lost,81.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,anytime_td,Jalen Nailor,over,0.5,450.0,0.25775,0.07593181818181816,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,T.J. Hockenson,over,69.5,430.0,0.2845,0.0958207547169811,lost,12.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Aaron Jones,over,16.5,425.0,0.26,0.06952380952380954,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,anytime_td,Tyler Allgeier,over,0.5,425.0,0.25275,0.06227380952380951,won,1.0,4.25
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,69.5,420.0,0.367,0.17469230769230767,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_tds,J.J. McCarthy,over,2.5,406.0,0.3305,0.1328715415019763,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Justin Jefferson,over,119.5,400.0,0.29025,0.09025,lost,81.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Divine Deablo,over,0.5,395.0,0.56875,0.366729797979798,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,defensive_interceptions,A.J. Terrell,over,0.5,390.0,0.62925,0.42516836734693875,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,49.5,390.0,0.40125,0.19716836734693877,won,76.0,3.9
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,74.5,375.0,0.3145,0.10397368421052633,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Aaron Jones,over,13.5,324.0,0.4475,0.21165094339622642,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,field_goals,John Parker Romo,over,2.5,316.0,0.507,0.2666153846153846,won,5.0,3.16
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,Justin Jefferson,over,7.5,310.0,0.3675,0.12359756097560975,lost,3.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Justin Jefferson,over,109.5,300.0,0.342,0.09200000000000003,lost,81.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Ivan Pace Jr.,over,0.5,298.0,0.6015,0.3502437185929649,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,56.5,290.0,0.31775,0.06133974358974359,won,76.0,2.9
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,T.J. Hockenson,over,5.5,280.0,0.4075,0.14434210526315788,lost,1.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,T.J. Hockenson,over,59.5,275.0,0.37325,0.10658333333333336,lost,12.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Aaron Jones,over,14.5,260.0,0.38075,0.10297222222222219,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,39.5,255.0,0.55075,0.2690598591549295,won,76.0,2.55
37d09ce5d357536d0e58dd4ba0ab4106,2,field_goals,Will Reichard,over,2.5,253.0,0.41325,0.12996388101983003,lost,2.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,59.5,235.0,0.468,0.1694925373134329,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Kaden Elliss,over,0.5,233.0,0.6515,0.35119969969969966,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Leonard Floyd,over,0.5,220.0,0.76675,0.45425000000000004,won,1.0,2.2
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Javon Hargrave,over,0.5,218.0,0.756,0.4415345911949686,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Arnold Ebiketie,over,0.5,214.0,0.641,0.3225286624203822,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Justin Jefferson,over,99.5,200.0,0.41,0.07666666666666666,lost,81.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,46.5,193.0,0.446,0.10470307167235493,won,76.0,1.93
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Jonathan Greenard,over,0.5,190.0,0.762,0.41717241379310344,won,1.0,1.9
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,64.5,183.0,0.41975,0.06639310954063604,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Aaron Jones,over,11.5,173.0,0.594,0.2276996336996337,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Kaden Elliss,over,0.25,173.0,0.6515,0.2851996336996337,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,Justin Jefferson,over,6.5,170.0,0.494,0.12362962962962964,lost,3.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Javon Hargrave,over,0.25,169.0,0.756,0.38425278810408925,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Leonard Floyd,over,0.25,166.0,0.76675,0.3908101503759399,won,1.0,1.66
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Arnold Ebiketie,over,0.25,166.0,0.641,0.2650601503759399,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,T.J. Hockenson,over,49.5,164.0,0.47525,0.09646212121212122,lost,12.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Aaron Jones,over,12.5,160.0,0.52425,0.13963461538461536,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Justin Jefferson,over,89.5,150.0,0.479,0.07899999999999996,lost,81.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,sacks,Jonathan Greenard,over,0.25,148.0,0.762,0.35877419354838713,won,1.0,1.48
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,T.J. Hockenson,over,4.5,142.0,0.55575,0.1425268595041322,lost,1.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Bijan Robinson,over,29.5,140.0,0.48825,0.07158333333333333,lost,25.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,49.5,134.0,0.5865,0.1591495726495727,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,36.5,131.0,0.59475,0.1618495670995671,won,76.0,1.31
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,54.5,127.0,0.52725,0.08672136563876653,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_longest,Justin Jefferson,over,29.5,125.0,0.51075,0.06630555555555562,won,50.0,1.25
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,29.5,123.0,0.709,0.26056950672645735,won,76.0,1.23
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Josh Metellus,under,5.5,120.0,0.624,0.16945454545454547,won,3.0,1.2
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,J.J. McCarthy,under,3.5,120.0,0.864,0.40945454545454546,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,Drake London,under,5.5,120.0,0.6192500000000001,0.16470454545454555,won,3.0,1.2
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Josh Metellus,under,6.5,112.0,0.74775,0.27605188679245285,won,3.0,1.12
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Xavier Watts,under,5.5,110.0,0.60975,0.13355952380952385,won,2.0,1.1
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Ivan Pace Jr.,under,8.5,110.0,0.7777499999999999,0.3015595238095238,won,8.0,1.1
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Aaron Jones,over,10.5,110.0,0.6695,0.19330952380952382,lost,5.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,kicking_points,Will Reichard,over,7.5,107.0,0.5955,0.11240821256038652,lost,6.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Jessie Bates III,under,6.5,105.0,0.63575,0.14794512195121956,void,,0.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_tds,J.J. McCarthy,over,1.5,105.0,0.59775,0.10994512195121953,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,field_goals,John Parker Romo,over,1.5,102.0,0.75325,0.25820049504950493,won,5.0,1.02
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Jordan Mason,under,12.5,100.0,0.76925,0.26925,won,9.0,1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_completions,J.J. McCarthy,under,19.5,100.0,0.9575,0.4575,won,11.0,1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_attempts,J.J. McCarthy,under,28.5,100.0,0.96625,0.46625000000000005,won,21.0,1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Ivan Pace Jr.,under,7.5,100.0,0.6837500000000001,0.18375000000000008,lost,8.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_completions,Michael Penix Jr.,under,20.5,100.0,0.75175,0.25175000000000003,won,13.0,1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,Michael Penix Jr.,under,229.5,-102.0,0.7315,0.22654950495049508,won,135.0,0.9803921568627451
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,J.J. McCarthy,under,18.5,-103.0,0.8285,0.3211108374384236,lost,25.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Divine Deablo,under,6.5,-103.0,0.57175,0.06436083743842358,won,4.0,0.970873786407767
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Bijan Robinson,over,24.5,-104.0,0.58075,0.07094607843137257,won,25.0,0.9615384615384616
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Kaden Elliss,under,8.5,-105.0,0.777,0.2648048780487805,won,4.0,0.9523809523809523
37d09ce5d357536d0e58dd4ba0ab4106,2,kicking_points,John Parker Romo,over,6.5,-105.0,0.8645,0.3523048780487805,won,16.0,0.9523809523809523
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_attempts,J.J. McCarthy,under,29.5,-106.0,0.9785,0.46393689320388354,won,21.0,0.9433962264150944
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,T.J. Hockenson,over,39.5,-106.0,0.6,0.08543689320388348,lost,12.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_longest,Jordan Mason,under,14.5,-107.0,0.6172500000000001,0.10034178743961364,won,8.0,0.9345794392523364
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Jordan Mason,under,52.5,-109.0,0.6970000000000001,0.17546889952153122,won,30.0,0.9174311926605505
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,J.J. McCarthy,under,17.5,-110.0,0.81375,0.28994047619047614,lost,25.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,26.5,-110.0,0.7555,0.2316904761904761,won,76.0,0.9090909090909091
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_longest_completion,J.J. McCarthy,under,34.5,-110.0,0.661,0.1371904761904762,lost,50.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Drake London,under,69.5,-110.0,0.6415,0.11769047619047612,won,49.0,0.9090909090909091
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_longest,Tyler Allgeier,over,9.5,-110.0,0.68025,0.15644047619047619,won,17.0,0.9090909090909091
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_longest,Michael Penix Jr.,under,7.5,-110.0,0.63775,0.1139404761904762,won,-1.0,0.9090909090909091
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_longest,J.J. McCarthy,under,10.5,-110.0,0.775,0.2511904761904762,lost,16.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,45.5,-110.0,0.634,0.11019047619047617,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,Michael Penix Jr.,under,225.5,-110.0,0.722,0.19819047619047614,won,135.0,0.9090909090909091
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,J.J. McCarthy,under,216.5,-111.0,0.90925,0.38318364928909954,won,158.0,0.9009009009009009
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,T.J. Hockenson,over,38.5,-111.0,0.6105,0.08443364928909958,lost,12.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Jordan Mason,under,53.5,-112.0,0.702,0.17369811320754713,won,30.0,0.8928571428571429
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,42.5,-112.0,0.67,0.14169811320754722,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Drake London,under,70.5,-112.0,0.64725,0.11894811320754717,won,49.0,0.8928571428571429
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_longest,Tyler Allgeier,over,8.5,-112.0,0.764,0.2356981132075472,won,17.0,0.8928571428571429
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_longest,Aaron Jones,over,9.5,-112.0,0.7855,0.25719811320754715,lost,8.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Bijan Robinson,over,23.5,-112.0,0.60075,0.07244811320754718,won,25.0,0.8928571428571429
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,Michael Penix Jr.,under,231.5,-112.0,0.73675,0.2084481132075472,won,135.0,0.8928571428571429
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,J.J. McCarthy,under,217.5,-112.0,0.91225,0.3839481132075472,won,158.0,0.8928571428571429
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,Michael Penix Jr.,under,233.5,-112.0,0.742,0.21369811320754717,won,135.0,0.8928571428571429
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_yards,Drake London,under,71.5,-113.0,0.65525,0.12473356807511737,won,49.0,0.8849557522123894
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Jordan Mason,under,54.5,-113.0,0.7070000000000001,0.17648356807511745,won,30.0,0.8849557522123894
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Aaron Jones,over,44.5,-114.0,0.646,0.1132897196261683,lost,23.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_interceptions,Michael Penix Jr.,over,0.5,-114.0,0.63575,0.10303971962616831,lost,0.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,tackles_assists,Kaden Elliss,under,9.5,-114.0,0.8425,0.3097897196261683,won,4.0,0.8771929824561403
37d09ce5d357536d0e58dd4ba0ab4106,2,reception_longest,Bijan Robinson,over,11.5,-114.0,0.60025,0.06753971962616823,won,15.0,0.8771929824561403
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,Michael Penix Jr.,under,232.5,-114.0,0.73925,0.20653971962616824,won,135.0,0.8771929824561403
37d09ce5d357536d0e58dd4ba0ab4106,2,receptions,Justin Jefferson,over,5.5,-114.0,0.6315,0.09878971962616823,lost,3.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,J.J. McCarthy,under,214.5,-115.0,0.9047499999999999,0.36986627906976743,won,158.0,0.8695652173913043
37d09ce5d357536d0e58dd4ba0ab4106,2,pass_yards,Michael Penix Jr.,under,223.5,-115.0,0.7172499999999999,0.18236627906976743,won,135.0,0.8695652173913043
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_longest,Aaron Jones,over,10.5,-115.0,0.743,0.20811627906976748,lost,8.0,-1.0
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_attempts,Tyler Allgeier,over,6.5,-115.0,0.82575,0.2908662790697675,won,16.0,0.8695652173913043
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Tyler Allgeier,over,24.5,-115.0,0.788,0.2531162790697675,won,76.0,0.8695652173913043
37d09ce5d357536d0e58dd4ba0ab4106,2,rush_yards,Jordan Mason,under,58.5,-115.0,0.73375,0.1988662790697675,won,30.0,0.8695652173913043
